transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_method,merchant_category
T00837,C0007,2022-06-01,Withdrawal,5352.15,Card,Education
T00838,C0174,2024-08-04,Purchase,1870.56,Cash,Food
T00839,C0141,2023-08-31,Withdrawal,2809.44,Cash,Travel
T00840,C0168,2023-02-24,Payment,2303.13,Card,Retail
T00841,C0170,2025-06-27,Payment,2767.04,Net Banking,Travel
T00842,C0393,2025-02-14,Purchase,2923.49,Card,Travel
T00843,C0434,2024-05-15,Transfer,2902.18,Net Banking,Healthcare
T00844,C0283,2023-08-01,Withdrawal,8764.81,Card,Food
T00845,C0122,2022-12-01,Transfer,1859.28,Card,Education
T00846,C0194,2025-12-12,Transfer,5368.3,Card,Education
T00847,C0005,2024-07-20,Transfer,11922.71,Cash,Healthcare
T00848,C0029,2022-10-22,Payment,2984.76,UPI,Other
T00849,C0165,2024-01-25,Purchase,2533.86,Card,Education
T00850,C0422,2025-10-26,Purchase,3742.14,Cash,Travel
T00851,C0339,2022-07-05,Payment,11563.55,UPI,Healthcare
T00852,C0136,2025-06-23,Payment,5255.96,UPI,Retail
T00853,C0496,2023-09-29,Purchase,2942.05,Card,Food
T00854,C0365,2025-07-15,Transfer,6627.18,Net Banking,Food
T00855,C0321,2025-06-14,Withdrawal,1863.1,Net Banking,Food
T00856,C0342,2023-06-14,Withdrawal,7761.42,Net Banking,Travel
T00857,C0500,2022-01-21,Withdrawal,6239.89,Card,Retail
T00858,C0145,2024-06-29,Transfer,3517.78,Net Banking,Healthcare
T00859,C0327,2024-05-16,Purchase,2300.69,Cash,Healthcare
T00860,C0217,2024-03-04,Payment,2213.85,Cash,Food
T00861,C0301,2022-04-10,Purchase,6902.83,Cash,Retail
T00862,C0132,2024-01-22,Transfer,12028.3,Cash,Retail
T00863,C0292,2023-04-23,Payment,2702.65,UPI,Retail
T00864,C0070,2025-08-14,Transfer,6493.4,Cash,Education
T00865,C0252,2024-07-28,Withdrawal,847.43,Net Banking,Education
T00866,C0415,2023-06-10,Withdrawal,2819.0,Card,Food
T00867,C0275,2022-11-30,Transfer,4389.57,Net Banking,Retail
T00868,C0445,2022-01-02,Payment,2173.48,Cash,Other
T00869,C0364,2023-01-10,Payment,2127.34,UPI,Retail
T00870,C0182,2022-10-20,Purchase,2637.56,Cash,Healthcare
T00871,C0167,2024-04-16,Withdrawal,5685.0,Card,Healthcare
T00872,C0091,2024-10-01,Purchase,3873.72,Net Banking,Food
T00873,C0202,2023-07-07,Purchase,750.88,Card,Other
T00874,C0346,2022-11-14,Transfer,824.91,Card,Retail
T00875,C0019,2023-01-16,Transfer,2769.27,Card,Other
T00876,C0039,2022-01-14,Purchase,6489.77,Net Banking,Food
T00877,C0126,2023-05-19,Withdrawal,499.61,Cash,Healthcare
T00878,C0451,2022-08-19,Transfer,3017.09,Card,Healthcare
T00879,C0173,2025-01-12,Purchase,2953.76,Net Banking,Education
T00880,C0141,2022-05-10,Purchase,13663.77,UPI,Food
T00881,C0242,2024-04-17,Purchase,3307.06,Net Banking,Food
T00882,C0220,2025-03-14,Purchase,6113.31,UPI,Retail
T00883,C0126,2024-06-09,Purchase,5038.37,Net Banking,Retail
T00884,C0058,2022-01-28,Purchase,818.42,Cash,Education
T00885,C0148,2022-03-07,Transfer,8319.84,Card,Travel
T00886,C0476,2025-04-01,Withdrawal,5346.25,Cash,Other
T00887,C0456,2025-06-06,Purchase,6757.77,Net Banking,Travel
T00888,C0317,2022-09-18,Payment,104070.4,Card,Travel
T00889,C0383,2025-12-18,Transfer,849.41,UPI,Food
T00890,C0361,2023-04-05,Transfer,17882.72,Net Banking,Other
T00891,C0423,2022-10-28,Purchase,3575.55,Card,Food
T00892,C0001,2024-07-07,Transfer,5662.92,UPI,Other
T00893,C0387,2025-08-19,Purchase,4339.1,UPI,Healthcare
T00894,C0461,2022-10-14,Withdrawal,3204.92,Cash,Food
T00895,C0348,2025-11-19,Withdrawal,2852.54,Net Banking,Food
T00896,C0190,2024-10-30,Transfer,5857.27,UPI,Food
T00897,C0191,2023-09-22,Transfer,1336.88,Card,Education
T00898,C0369,2022-09-27,Payment,8203.33,UPI,Food
T00899,C0409,2023-08-15,Transfer,3225.61,UPI,Retail
T00900,C0312,2024-04-23,Payment,1822.16,Cash,Retail
T00901,C0417,2024-05-11,Withdrawal,3139.51,Cash,Other
T00902,C0422,2025-10-16,Withdrawal,12302.43,Card,Healthcare
T00903,C0117,2025-07-04,Purchase,2932.37,Cash,Education
T00904,C0134,2022-05-13,Withdrawal,5994.49,UPI,Other
T00905,C0058,2025-07-23,Payment,2507.57,UPI,Retail
T00906,C0044,2024-08-29,Transfer,8251.66,Cash,Education
T00907,C0173,2023-05-28,Purchase,7787.22,UPI,Education
T00908,C0160,2022-11-09,Payment,19746.27,UPI,Healthcare
T00909,C0173,2023-07-30,Transfer,3910.35,Card,Education
T00910,C0317,2024-06-04,Purchase,7682.93,Cash,Food
T00911,C0303,2025-07-31,Withdrawal,4867.26,UPI,Education
T00912,C0149,2025-02-18,Payment,12689.5,Cash,Healthcare
T00913,C0080,2025-02-04,Transfer,2532.01,Card,Other
T00914,C0374,2023-11-18,Purchase,8166.84,Cash,Healthcare
T00915,C0213,2025-05-12,Purchase,3850.95,UPI,Healthcare
T00916,C0203,2022-06-14,Withdrawal,4274.76,Cash,Retail
T00917,C0252,2022-11-01,Transfer,4842.73,UPI,Food
T00918,C0229,2022-06-05,Withdrawal,5506.17,UPI,Retail
T00919,C0164,2025-10-22,Withdrawal,4100.44,UPI,Other
T00920,C0227,2023-09-12,Transfer,5343.32,Card,Travel
T00921,C0147,2025-06-28,Transfer,15904.02,Cash,Other
T00922,C0020,2024-08-14,Transfer,9899.03,Card,Food
T00923,C0441,2022-11-30,Payment,9019.61,Cash,Education
T00924,C0402,2024-08-26,Transfer,3125.66,Card,Healthcare
T00925,C0047,2023-05-26,Purchase,2209.32,Net Banking,Travel
T00926,C0233,2025-08-09,Withdrawal,9663.13,UPI,Food
T00927,C0305,2024-11-09,Payment,9069.48,UPI,Retail
T00928,C0014,2022-10-09,Transfer,14617.42,Card,Healthcare
T00929,C0143,2024-03-07,Payment,2775.67,Net Banking,Other
T00930,C0415,2024-10-21,Transfer,3745.06,UPI,Retail
T00931,C0001,2022-04-29,Payment,1212.26,Cash,Food
T00932,C0373,2024-11-24,Withdrawal,3287.41,Card,Food
T00933,C0054,2022-07-17,Withdrawal,9987.49,UPI,Other
T00934,C0374,2023-04-30,Purchase,3098.39,UPI,Travel
T00935,C0259,2024-12-18,Purchase,7511.7,Card,Other
T00936,C0144,2024-04-16,Transfer,3863.89,Card,Education
T00937,C0471,2025-03-30,Withdrawal,5831.78,Cash,Retail
T00938,C0441,2024-10-05,Payment,1796.65,Cash,Travel
T00939,C0459,2023-11-22,Payment,4817.45,UPI,Healthcare
T00940,C0012,2025-05-14,Payment,411.14,UPI,Education
T00941,C0330,2024-11-01,Purchase,3875.06,Card,Travel
T00942,C0224,2023-05-05,Payment,1221.03,UPI,Retail
T00943,C0272,2022-10-03,Purchase,11809.13,UPI,Food
T00944,C0456,2023-11-24,Purchase,8381.3,Card,Healthcare
T00945,C0358,2022-08-30,Transfer,6536.58,UPI,Other
T00946,C0460,2025-05-24,Payment,15193.72,UPI,Retail
T00947,C0408,2025-06-28,Payment,2106.32,Net Banking,Education
T00948,C0156,2022-05-06,Withdrawal,18209.95,Cash,Education
T00949,C0373,2022-08-05,Transfer,9486.13,Card,Food
T00950,C0008,2025-08-22,Withdrawal,3724.13,Net Banking,Food
T00951,C0122,2025-04-23,Transfer,11162.65,Cash,Healthcare
T00952,C0348,2024-11-28,Payment,1857.15,Cash,Other
T00953,C0164,2025-05-31,Purchase,2326.74,Cash,Healthcare
T00954,C0090,2025-04-22,Purchase,2765.46,Net Banking,Food
T00955,C0136,2023-05-10,Purchase,2947.32,Net Banking,Food
T00956,C0186,2023-03-03,Purchase,1932.53,Cash,Education
T00957,C0316,2025-04-16,Purchase,11971.68,UPI,Food
T00958,C0178,2024-07-07,Withdrawal,3658.28,UPI,Travel
T00959,C0028,2025-12-22,Transfer,5966.03,Net Banking,Retail
T00960,C0220,2025-08-10,Payment,2851.36,Net Banking,Food
T00961,C0357,2022-05-31,Withdrawal,1048.75,Net Banking,Healthcare
T00962,C0041,2023-01-19,Transfer,5585.22,Cash,Other
T00963,C0228,2022-11-04,Purchase,974.6,UPI,Other
T00964,C0192,2025-09-21,Transfer,4259.58,Net Banking,Other
T00965,C0411,2024-01-16,Transfer,1505.95,Net Banking,Travel
T00966,C0447,2024-06-10,Purchase,22062.92,Card,Healthcare
T00967,C0145,2023-01-10,Purchase,9329.37,Cash,Travel
T00968,C0201,2024-10-28,Purchase,4897.28,Card,Food
T00969,C0417,2025-09-26,Payment,12367.14,UPI,Retail
T00970,C0212,2022-05-09,Purchase,2286.51,Card,Other
T00971,C0461,2024-10-11,Payment,6950.83,Card,Healthcare
T00972,C0220,2023-10-31,Purchase,5280.0,Card,Other
T00973,C0240,2025-10-07,Payment,5558.31,Cash,Travel
T00974,C0413,2025-10-13,Transfer,12452.98,UPI,Education
T00975,C0397,2023-06-01,Withdrawal,8085.49,Card,Food
T00976,C0046,2022-03-27,Transfer,5669.25,Cash,Retail
T00977,C0035,2025-04-13,Transfer,1197.42,UPI,Food
T00978,C0253,2025-05-01,Purchase,2087.65,Net Banking,Education
T00979,C0390,2022-11-07,Payment,4079.24,Card,Retail
T00980,C0082,2025-02-16,Withdrawal,4849.01,UPI,Education
T00981,C0371,2025-05-26,Purchase,1821.96,Card,Food
T00982,C0256,2023-03-03,Purchase,30982.38,Net Banking,Travel
T00983,C0197,2025-12-08,Purchase,15137.77,UPI,Food
T00984,C0303,2022-04-24,Transfer,7284.67,Cash,Food
T00985,C0409,2025-03-14,Payment,4766.95,UPI,Food
T00986,C0450,2022-10-30,Payment,3797.38,Cash,Healthcare
T00987,C0010,2024-01-14,Withdrawal,2101.27,UPI,Education
T00988,C0312,2023-08-11,Payment,4787.76,Cash,Education
T00989,C0286,2024-09-13,Payment,5530.51,Net Banking,Other
T00990,C0242,2022-12-11,Purchase,1666.41,Net Banking,Education
T00991,C0251,2024-03-24,Purchase,5879.19,Net Banking,Other
T00992,C0365,2024-03-11,Transfer,3974.39,UPI,Healthcare
T00993,C0005,2024-10-21,Purchase,978.08,Net Banking,Travel
T00994,C0119,2025-03-16,Purchase,2260.91,Card,Other
T00995,C0289,2025-08-03,Purchase,3232.3,Net Banking,Food
T00996,C0374,2024-12-12,Purchase,20373.35,Cash,Travel
T00997,C0065,2025-08-20,Transfer,7023.91,Cash,Healthcare
T00998,C0146,2024-12-28,Purchase,1546.03,Cash,Education
T00999,C0224,2022-12-27,Withdrawal,6638.64,UPI,Other
T01000,C0239,2025-05-28,Withdrawal,1305.04,Card,Food
T01001,C0177,2024-10-06,Withdrawal,10699.86,Net Banking,Retail
T01002,C0267,2023-12-05,Withdrawal,3086.93,Card,Retail
T01003,C0341,2023-07-29,Purchase,4175.23,Card,Travel
T01004,C0282,2025-03-30,Withdrawal,12996.95,Cash,Education
T01005,C0063,2025-01-17,Purchase,1606.96,Cash,Retail
T01006,C0217,2023-11-19,Transfer,1471.65,Cash,Travel
T01007,C0342,2024-02-20,Withdrawal,2821.3,UPI,Healthcare
T01008,C0315,2023-08-08,Payment,10327.19,Card,Travel
T01009,C0283,2023-08-12,Withdrawal,1334.56,Card,Travel
T01010,C0177,2025-03-28,Withdrawal,466.9,UPI,Travel
T01011,C0461,2023-05-04,Purchase,3136.63,UPI,Food
T01012,C0417,2024-08-28,Withdrawal,6996.92,UPI,Travel
T01013,C0098,2025-09-09,Payment,11755.1,Card,Other
T01014,C0105,2025-11-05,Purchase,3106.66,Card,Travel
T01015,C0099,2025-01-30,Purchase,3237.94,Cash,Food
T01016,C0385,2023-05-09,Transfer,11327.1,Cash,Food
T01017,C0405,2022-01-19,Transfer,1008.32,Card,Healthcare
T01018,C0496,2023-02-01,Withdrawal,3297.82,Cash,Education
T01019,C0311,2024-09-27,Transfer,5240.5,UPI,Retail
T01020,C0006,2025-07-26,Transfer,6445.95,Net Banking,Retail
T01021,C0476,2024-04-30,Transfer,2992.87,Cash,Travel
T01022,C0465,2025-10-20,Purchase,4625.71,Card,Healthcare
T01023,C0197,2025-09-16,Purchase,614.72,Cash,Travel
T01024,C0351,2025-09-29,Purchase,2657.75,Cash,Retail
T01025,C0133,2024-04-01,Transfer,6468.11,Cash,Food
T01026,C0358,2023-03-31,Purchase,2050.83,Net Banking,Education
T01027,C0259,2023-12-26,Transfer,4717.43,UPI,Healthcare
T01028,C0437,2024-12-24,Purchase,6433.86,Card,Food
T01029,C0023,2025-01-04,Purchase,3421.36,Net Banking,Education
T01030,C0485,2023-12-12,Payment,5157.48,Card,Healthcare
T01031,C0053,2022-05-23,Withdrawal,2083.17,Card,Healthcare
T01032,C0165,2024-07-05,Transfer,3814.42,Card,Retail
T01033,C0202,2024-04-07,Payment,7332.01,Net Banking,Food
T01034,C0458,2023-08-28,Purchase,5102.12,UPI,Healthcare
T01035,C0083,2025-12-11,Transfer,2814.69,Card,Other
T01036,C0145,2022-11-01,Purchase,5384.1,UPI,Healthcare
T01037,C0085,2024-01-06,Withdrawal,7970.64,UPI,Education
T01038,C0078,2022-10-18,Payment,872.95,Cash,Retail
T01039,C0457,2022-04-12,Withdrawal,11374.08,Net Banking,Travel
T01040,C0366,2025-07-14,Payment,3438.63,Net Banking,Retail
T01041,C0001,2024-05-16,Purchase,6324.74,Cash,Travel
T01042,C0051,2024-08-25,Withdrawal,11726.78,Cash,Food
T01043,C0173,2024-08-31,Withdrawal,1501.91,UPI,Food
T01044,C0205,2024-04-21,Purchase,2551.1,Card,Healthcare
T01045,C0260,2024-08-19,Withdrawal,3572.4,Net Banking,Other
T01046,C0446,2024-07-30,Transfer,2403.86,Card,Food
T01047,C0449,2024-10-23,Payment,18029.81,Card,Healthcare
T01048,C0369,2022-03-26,Payment,2267.46,Cash,Retail
T01049,C0488,2022-11-24,Payment,2885.33,Card,Food
T01050,C0288,2024-03-26,Transfer,5299.37,UPI,Retail
T01051,C0034,2023-03-30,Payment,1720.06,Cash,Retail
T01052,C0348,2023-09-21,Purchase,3278.98,Card,Other
T01053,C0095,2025-05-29,Withdrawal,5801.06,Cash,Food
T01054,C0072,2025-03-23,Transfer,3447.98,UPI,Retail
T01055,C0039,2023-10-27,Payment,4176.06,UPI,Other
T01056,C0154,2022-01-12,Purchase,2946.48,Card,Other
T01057,C0250,2025-03-02,Withdrawal,1339.77,Cash,Food
T01058,C0162,2022-10-31,Withdrawal,5820.3,Card,Other
T01059,C0438,2025-08-09,Transfer,18320.56,Card,Food
T01060,C0118,2024-09-01,Transfer,4566.74,Cash,Food
T01061,C0259,2025-08-16,Transfer,5388.62,Card,Travel
T01062,C0379,2024-02-22,Purchase,7832.3,UPI,Retail
T01063,C0306,2022-02-12,Purchase,1630.05,Cash,Education
T01064,C0268,2024-08-01,Transfer,17568.18,Cash,Food
T01065,C0449,2022-12-09,Payment,5290.65,Cash,Retail
T01066,C0054,2025-09-11,Withdrawal,16602.66,Cash,Other
T01067,C0236,2023-05-13,Withdrawal,2503.4,Card,Healthcare
T01068,C0389,2022-12-30,Purchase,19269.57,Card,Food
T01069,C0478,2024-06-09,Withdrawal,8366.22,UPI,Other
T01070,C0222,2023-03-03,Payment,7004.2,Net Banking,Other
T01071,C0251,2024-10-01,Withdrawal,5426.51,Net Banking,Other
T01072,C0313,2022-01-21,Purchase,3688.63,UPI,Other
T01073,C0401,2023-02-11,Purchase,11757.63,Net Banking,Other
T01074,C0112,2023-09-11,Payment,5034.76,UPI,Food
T01075,C0255,2024-10-11,Payment,932.79,Card,Education
T01076,C0303,2022-12-02,Withdrawal,1841.04,Cash,Travel
T01077,C0407,2025-02-14,Withdrawal,3878.32,Cash,Other
T01078,C0207,2025-02-21,Purchase,5766.57,Card,Other
T01079,C0229,2023-02-03,Payment,4300.82,Cash,Travel
T01080,C0341,2024-03-03,Payment,11932.36,Cash,Food
T01081,C0398,2023-12-16,Payment,944.78,Net Banking,Retail
T01082,C0066,2022-02-20,Withdrawal,5047.78,Card,Healthcare
T01083,C0075,2022-11-20,Payment,1050.95,Net Banking,Healthcare
T01084,C0435,2024-02-28,Purchase,8263.49,Net Banking,Retail
T01085,C0103,2022-05-21,Purchase,4172.48,Cash,Food
T01086,C0422,2023-04-15,Withdrawal,6295.06,Cash,Healthcare
T01087,C0192,2024-02-26,Transfer,2254.6,Card,Travel
T01088,C0252,2025-09-19,Withdrawal,12524.03,Cash,Retail
T01089,C0226,2024-08-21,Transfer,10354.87,Cash,Education
T01090,C0294,2024-10-04,Payment,7177.23,Card,Food
T01091,C0306,2023-01-08,Withdrawal,4057.08,Cash,Retail
T01092,C0098,2023-05-09,Purchase,7156.09,Net Banking,Healthcare
T01093,C0338,2024-01-21,Payment,2556.31,Card,Food
T01094,C0286,2025-03-25,Purchase,8922.02,Cash,Travel
T01095,C0335,2022-10-18,Payment,16838.4,UPI,Food
T01096,C0347,2025-03-13,Withdrawal,10596.95,Card,Food
T01097,C0435,2022-04-16,Transfer,2510.28,Card,Travel
T01098,C0447,2025-12-14,Payment,6008.72,UPI,Other
T01099,C0482,2023-11-01,Transfer,1599.3,Cash,Travel
T01100,C0308,2022-01-02,Payment,7113.47,Cash,Food
T01101,C0249,2023-08-12,Purchase,6453.1,Card,Travel
T01102,C0166,2023-10-06,Purchase,1008.26,Card,Other
T01103,C0481,2022-03-31,Payment,1776.51,Cash,Retail
T01104,C0472,2025-09-30,Transfer,3587.9,Cash,Travel
T01105,C0335,2022-12-16,Withdrawal,3537.39,Net Banking,Travel
T01106,C0030,2025-07-10,Withdrawal,1710.0,Card,Food
T01107,C0247,2025-10-06,Purchase,6142.68,Card,Retail
T01108,C0106,2025-02-05,Withdrawal,5502.8,UPI,Education
T01109,C0051,2024-11-28,Purchase,3852.27,Net Banking,Education
T01110,C0081,2024-06-27,Withdrawal,2458.24,Cash,Healthcare
T01111,C0133,2022-06-08,Payment,10412.88,Net Banking,Travel
T01112,C0285,2024-08-16,Purchase,16918.42,Cash,Travel
T01113,C0388,2022-11-08,Purchase,3056.37,Cash,Retail
T01114,C0138,2025-06-18,Payment,2757.55,Net Banking,Other
T01115,C0184,2023-03-21,Purchase,6666.16,Card,Education
T01116,C0401,2022-10-25,Withdrawal,3379.25,Cash,Healthcare
T01117,C0330,2024-08-09,Withdrawal,4025.14,Net Banking,Retail
T01118,C0273,2022-02-05,Purchase,8131.94,UPI,Travel
T01119,C0340,2025-01-12,Withdrawal,976.86,Net Banking,Education
T01120,C0472,2025-11-09,Transfer,12919.26,UPI,Healthcare
T01121,C0069,2025-04-10,Purchase,4769.41,Cash,Food
T01122,C0034,2025-10-31,Payment,3237.76,Net Banking,Education
T01123,C0262,2025-10-17,Transfer,4189.96,Net Banking,Healthcare
T01124,C0053,2023-07-13,Purchase,4366.76,UPI,Retail
T01125,C0450,2024-06-09,Payment,1126.5,Net Banking,Food
T01126,C0205,2022-05-21,Withdrawal,14880.15,Net Banking,Healthcare
T01127,C0126,2024-06-05,Payment,4651.26,Cash,Healthcare
T01128,C0235,2025-02-15,Transfer,6413.97,Net Banking,Travel
T01129,C0043,2025-07-24,Withdrawal,9634.18,Card,Other
T01130,C0240,2023-12-27,Purchase,1988.04,UPI,Education
T01131,C0459,2025-05-28,Withdrawal,6572.24,Net Banking,Travel
T01132,C0371,2024-11-15,Purchase,3632.66,UPI,Food
T01133,C0111,2023-06-05,Purchase,8859.53,UPI,Other
T01134,C0249,2022-01-10,Payment,820.61,UPI,Healthcare
T01135,C0151,2024-09-10,Payment,4157.03,Net Banking,Travel
T01136,C0183,2023-01-13,Payment,2778.25,Net Banking,Other
T01137,C0336,2023-11-13,Transfer,6359.11,UPI,Education
T01138,C0095,2023-08-07,Transfer,6554.24,Card,Food
T01139,C0459,2022-06-01,Payment,2554.81,UPI,Retail
T01140,C0374,2023-12-21,Transfer,2545.53,Card,Travel
T01141,C0400,2024-12-08,Withdrawal,4118.73,UPI,Food
T01142,C0008,2025-03-23,Withdrawal,2196.28,Cash,Retail
T01143,C0388,2024-05-08,Transfer,8825.67,UPI,Travel
T01144,C0360,2025-08-09,Transfer,3349.17,UPI,Food
T01145,C0388,2022-02-19,Withdrawal,439.77,Net Banking,Food
T01146,C0184,2023-10-26,Purchase,3334.16,Card,Other
T01147,C0281,2023-06-15,Withdrawal,1960.58,Cash,Travel
T01148,C0195,2024-12-19,Withdrawal,1220.25,Card,Food
T01149,C0352,2025-04-05,Transfer,1672.19,Cash,Healthcare
T01150,C0195,2025-05-10,Withdrawal,4911.62,UPI,Travel
T01151,C0155,2024-05-06,Transfer,13026.56,Net Banking,Food
T01152,C0093,2022-05-26,Transfer,5781.28,Net Banking,Other
T01153,C0160,2024-07-03,Payment,2770.08,Card,Retail
T01154,C0434,2024-09-19,Withdrawal,6480.52,Net Banking,Retail
T01155,C0061,2022-08-30,Purchase,3116.79,Card,Healthcare
T01156,C0122,2023-08-04,Payment,2581.57,Card,Travel
T01157,C0051,2023-11-18,Transfer,1787.09,Cash,Other
T01158,C0403,2023-04-28,Transfer,1108.06,Card,Food
T01159,C0277,2025-02-05,Purchase,3294.12,Cash,Food
T01160,C0005,2025-06-03,Transfer,5106.53,Net Banking,Retail
T01161,C0466,2023-11-04,Withdrawal,4165.26,Card,Other
T01162,C0092,2023-09-23,Payment,3226.2,Card,Healthcare
T01163,C0170,2023-10-23,Transfer,2111.67,UPI,Retail
T01164,C0317,2023-10-24,Transfer,7320.47,Card,Retail
T01165,C0022,2025-12-26,Purchase,1568.9,Card,Healthcare
T01166,C0405,2024-03-15,Withdrawal,8372.06,UPI,Travel
T01167,C0326,2023-02-23,Transfer,2018.4,UPI,Food
T01168,C0001,2024-09-14,Purchase,2464.85,Net Banking,Travel
T01169,C0133,2025-03-29,Transfer,1391.87,Card,Other
T01170,C0233,2023-10-12,Purchase,3013.06,Net Banking,Education
T01171,C0012,2024-08-26,Purchase,9819.08,Net Banking,Education
T01172,C0346,2023-08-13,Withdrawal,6797.67,UPI,Education
T01173,C0046,2025-01-05,Transfer,9843.54,Cash,Healthcare
T01174,C0034,2023-05-24,Withdrawal,6833.19,Net Banking,Retail
T01175,C0433,2023-03-17,Purchase,1861.05,Cash,Travel
T01176,C0078,2025-07-01,Payment,3453.7,Card,Food
T01177,C0218,2024-07-09,Transfer,2410.7,UPI,Education
T01178,C0301,2024-02-09,Payment,13046.73,Card,Travel
T01179,C0411,2025-09-05,Transfer,1727.45,Card,Education
T01180,C0073,2022-09-20,Withdrawal,9198.46,UPI,Education
T01181,C0282,2025-10-29,Withdrawal,9192.98,Card,Food
T01182,C0249,2023-09-29,Withdrawal,19448.57,UPI,Other
T01183,C0047,2025-04-05,Withdrawal,3242.45,Cash,Other
T01184,C0121,2023-04-04,Withdrawal,7956.07,Card,Other
T01185,C0214,2024-09-25,Payment,27921.55,UPI,Healthcare
T01186,C0239,2025-07-27,Withdrawal,2745.5,Net Banking,Retail
T01187,C0056,2023-12-01,Purchase,1317.91,Card,Healthcare
T01188,C0350,2022-10-29,Purchase,1000.07,Cash,Travel
T01189,C0107,2025-05-26,Payment,7958.55,UPI,Healthcare
T01190,C0319,2025-01-30,Transfer,997.56,Card,Travel
T01191,C0048,2023-07-08,Purchase,3340.84,Card,Travel
T01192,C0061,2022-10-15,Transfer,6384.85,Card,Retail
T01193,C0337,2025-04-05,Payment,5218.54,Cash,Food
T01194,C0026,2023-09-13,Transfer,6324.51,UPI,Retail
T01195,C0292,2024-10-02,Transfer,5375.81,Net Banking,Other
T01196,C0257,2022-02-05,Transfer,12518.03,Net Banking,Other
T01197,C0008,2024-01-14,Transfer,2100.6,Net Banking,Healthcare
T01198,C0113,2022-12-19,Payment,2618.18,UPI,Travel
T01199,C0355,2022-03-14,Purchase,2425.29,Net Banking,Education
T01200,C0253,2023-10-10,Withdrawal,8742.8,Cash,Education
T01201,C0180,2025-10-08,Transfer,9247.9,UPI,Travel
T01202,C0207,2024-12-29,Purchase,6456.31,Card,Retail
T01203,C0303,2023-03-01,Purchase,11598.46,Cash,Food
T01204,C0127,2024-09-25,Payment,1753.55,Card,Retail
T01205,C0056,2023-12-09,Purchase,17079.12,Net Banking,Travel
T01206,C0214,2023-07-15,Payment,15220.88,Cash,Travel
T01207,C0014,2024-04-07,Transfer,8105.76,UPI,Food
T01208,C0474,2024-08-13,Transfer,18718.58,Cash,Healthcare
T01209,C0028,2023-06-01,Withdrawal,1195.76,Card,Healthcare
T01210,C0471,2023-03-04,Withdrawal,2958.02,UPI,Food
T01211,C0078,2022-06-09,Withdrawal,2498.86,Cash,Healthcare
T01212,C0216,2022-05-29,Purchase,8014.57,Cash,Education
T01213,C0386,2024-02-15,Transfer,1942.48,Cash,Healthcare
T01214,C0365,2025-06-07,Payment,8248.85,Cash,Healthcare
T01215,C0154,2022-03-08,Withdrawal,13470.56,UPI,Healthcare
T01216,C0014,2024-10-10,Payment,7847.85,Card,Education
T01217,C0187,2023-01-16,Payment,5646.74,Cash,Healthcare
T01218,C0312,2022-02-27,Withdrawal,2041.69,UPI,Other
T01219,C0371,2025-07-06,Transfer,2285.53,Card,Education
T01220,C0007,2022-12-08,Withdrawal,12228.54,Cash,Food
T01221,C0003,2025-02-27,Payment,8394.33,Card,Retail
T01222,C0111,2023-12-28,Withdrawal,4361.7,Card,Food
T01223,C0407,2025-04-10,Payment,3221.19,UPI,Retail
T01224,C0238,2024-02-09,Payment,889.97,Card,Food
T01225,C0363,2023-09-06,Withdrawal,1910.56,UPI,Other
T01226,C0239,2025-05-17,Purchase,20763.83,Cash,Retail
T01227,C0493,2022-12-20,Withdrawal,1615.61,Card,Retail
T01228,C0274,2022-04-26,Purchase,5236.54,Card,Travel
T01229,C0294,2025-07-11,Payment,10074.75,Net Banking,Retail
T01230,C0227,2023-10-24,Payment,1648.95,Cash,Retail
T01231,C0371,2023-03-29,Purchase,5216.6,Cash,Travel
T01232,C0015,2022-10-14,Payment,9529.67,Net Banking,Healthcare
T01233,C0192,2025-08-19,Purchase,4545.22,Net Banking,Healthcare
T01234,C0473,2024-10-13,Purchase,44647.57,UPI,Travel
T01235,C0119,2022-11-07,Payment,1184.35,UPI,Education
T01236,C0485,2022-07-27,Transfer,10496.69,Card,Retail
T01237,C0028,2023-09-10,Purchase,3919.0,Card,Retail
T01238,C0202,2023-03-22,Withdrawal,8344.59,Card,Travel
T01239,C0039,2023-11-01,Withdrawal,6405.28,Card,Travel
T01240,C0441,2023-09-25,Payment,2503.16,UPI,Education
T01241,C0273,2022-02-24,Transfer,5404.73,Cash,Other
T01242,C0231,2024-06-30,Payment,1017.91,Card,Healthcare
T01243,C0086,2024-11-01,Transfer,7291.25,Cash,Food
T01244,C0474,2023-10-19,Purchase,5712.2,Card,Other
T01245,C0126,2025-11-24,Purchase,7500.77,Net Banking,Healthcare
T01246,C0300,2024-09-06,Purchase,10491.57,Card,Retail
T01247,C0025,2023-05-30,Purchase,6038.61,Card,Other
T01248,C0145,2022-08-25,Withdrawal,5065.99,Card,Travel
T01249,C0013,2025-07-26,Withdrawal,2223.81,UPI,Education
T01250,C0212,2022-12-14,Payment,2545.43,Net Banking,Healthcare
T01251,C0025,2023-09-19,Transfer,11628.57,Card,Education
T01252,C0068,2025-02-01,Purchase,14198.63,Card,Healthcare
T01253,C0394,2023-09-22,Purchase,3719.5,Cash,Other
T01254,C0067,2025-06-25,Transfer,4668.7,Net Banking,Retail
T01255,C0233,2022-12-30,Transfer,2182.31,Card,Food
T01256,C0109,2022-11-17,Payment,11499.26,Cash,Education
